id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
706692,MA,INDIVIDUAL,2 years,sullivan tire,A,RENT,3/11/2021,2/16/2021,4/16/2021,Fully Paid,5/16/2021,898928,car,A5,60 months,Not Verified,27600,0.0961,40.23,0.0766,2000,10,2414
605402,MI,INDIVIDUAL,10+ years,Henry Ford Hospital,A,RENT,11/10/2021,11/15/2021,11/15/2021,Fully Paid,12/15/2021,776657,car,A4,60 months,Not Verified,65000,0.0613,151.79,0.0654,12000,8,9107
608856,TX,INDIVIDUAL,4 years,PHS corporation,A,RENT,11/10/2021,5/16/2021,2/14/2021,Fully Paid,3/14/2021,781006,car,A5,60 months,Not Verified,60000,0.0714,93.37,0.0691,6500,25,5483
600015,CA,INDIVIDUAL,5 years,Rost Tuscan,A,RENT,10/10/2021,5/16/2021,10/15/2021,Fully Paid,11/15/2021,770125,car,A2,60 months,Not Verified,24000,0.098,42.8,0.0579,2225,52,2568
717347,CT,INDIVIDUAL,1 year,Sargent Manufacturing Co.,B,RENT,4/11/2021,4/16/2021,4/16/2021,Fully Paid,5/16/2021,911416,car,B3,60 months,Not Verified,62500,0.1004,60.01,0.1037,2800,24,3600
575382,CA,INDIVIDUAL,2 years,,B,RENT,9/10/2021,1/15/2021,5/11/2021,Fully Paid,6/11/2021,740073,car,B3,60 months,Not Verified,48000,0.026,87.21,0.1112,4000,15,4294
576862,TX,INDIVIDUAL,2 years,Pampa regional medical center,B,RENT,9/10/2021,10/15/2021,7/13/2021,Fully Paid,8/13/2021,741856,car,B3,60 months,Not Verified,57000,0.1442,185.32,0.1112,8500,33,10538
978660,PA,INDIVIDUAL,3 years,Off-Grid Electric,B,RENT,10/11/2021,4/16/2021,9/12/2021,Fully Paid,10/12/2021,1201721,car,B3,60 months,Not Verified,42000,0.1317,88.4,0.1171,4000,10,4147
819820,CA,INDIVIDUAL,3 years,West Coast Property Management,B,RENT,8/11/2021,10/13/2021,7/13/2021,Fully Paid,8/13/2021,1027976,car,B4,60 months,Not Verified,24000,0.0375,123.14,0.1149,5600,4,6654
713383,IL,INDIVIDUAL,4 years,Mariani Landscape,B,RENT,3/11/2021,4/16/2021,4/16/2021,Fully Paid,5/16/2021,906600,car,B3,60 months,Not Verified,45168,0.2107,94.3,0.1037,4400,13,5657
615413,VA,INDIVIDUAL,5 years,Performance Telcom Inc,B,RENT,11/10/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,789169,car,B3,60 months,Not Verified,52000,0.1184,251.68,0.0962,12500,25,14905
612022,CA,INDIVIDUAL,5 years,California Harley Davidson,B,RENT,11/10/2021,12/10/2021,12/10/2021,Fully Paid,1/10/2022,784774,car,B3,60 months,Not Verified,60000,0.0714,182.18,0.0962,8650,28,8721
978326,NY,INDIVIDUAL,7 years,"O'Connor Chevrolet, inc.",B,RENT,10/11/2021,12/14/2021,12/14/2021,Fully Paid,1/14/2022,1201383,car,B3,60 months,Not Verified,36000,0.0175,143.64,0.1171,6500,18,8293
689939,MA,INDIVIDUAL,7 years,,B,RENT,3/11/2021,8/12/2021,7/12/2021,Fully Paid,8/12/2021,880263,car,B5,60 months,Not Verified,78000,0.0275,217.98,0.1111,10000,4,11168
692928,CA,INDIVIDUAL,7 years,Professional Packers,B,RENT,3/11/2021,5/16/2021,3/16/2021,Fully Paid,4/16/2021,883699,car,B5,60 months,Not Verified,28800,0.0546,108.99,0.1111,5000,8,6539
766154,OH,INDIVIDUAL,8 years,"Owens Illinois, Inc.",B,RENT,5/11/2021,5/16/2021,4/16/2021,Fully Paid,5/16/2021,967137,car,B3,60 months,Not Verified,70800,0.0605,86.95,0.1099,4000,26,5216
871683,NC,INDIVIDUAL,8 years,BB&T,B,RENT,9/11/2021,5/15/2021,5/15/2021,Fully Paid,6/15/2021,1085815,car,B4,60 months,Not Verified,63996,0.1817,63.77,0.1149,2900,24,3752
653195,NY,INDIVIDUAL,< 1 year,CT Networks,B,RENT,1/11/2021,2/13/2021,1/13/2021,Fully Paid,2/13/2021,833964,car,B3,60 months,Not Verified,60000,0.1218,150.01,0.1037,7000,23,8184
584687,MO,INDIVIDUAL,5 years,Brookshire Concrete,B,RENT,10/10/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,751311,car,B2,60 months,Not Verified,57600,0.2198,129.71,0.1075,6000,34,7666
627263,AL,INDIVIDUAL,7 years,Norandex Bldg Material Dist Co,B,RENT,12/10/2021,11/15/2021,2/13/2021,Fully Paid,3/13/2021,803770,car,B4,60 months,Not Verified,50000,0.0031,127.46,0.0999,6000,45,7075
708857,PA,INDIVIDUAL,3 years,fredericks,B,RENT,3/11/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,901392,car,B4,60 months,Not Verified,30000,0.278,140.49,0.1074,6500,38,7245
880906,CA,INDIVIDUAL,10+ years,Sutter Connect,B,RENT,9/11/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,1095990,car,B2,60 months,Not Verified,66000,0.2195,53.93,0.1065,2500,62,2684
768796,PA,INDIVIDUAL,1 year,Rough Stone Software,C,RENT,5/11/2021,4/15/2021,9/11/2021,Fully Paid,10/11/2021,970172,car,C1,60 months,Not Verified,38000,0.0265,125.12,0.1299,5500,8,5677
718412,AZ,INDIVIDUAL,2 years,Motor Excellence,C,RENT,4/11/2021,5/16/2021,11/13/2021,Fully Paid,12/13/2021,912622,car,C2,60 months,Not Verified,87492,0.2344,136.71,0.1306,6000,67,7622
535326,GA,INDIVIDUAL,5 years,KidsII,C,RENT,6/10/2021,5/16/2021,3/13/2021,Fully Paid,4/13/2021,691737,car,C2,60 months,Not Verified,48000,0.082,138.4,0.1361,6000,5,7733
660464,CA,INDIVIDUAL,5 years,Biodot,C,RENT,1/11/2021,5/16/2021,11/14/2021,Fully Paid,12/14/2021,844722,car,C2,60 months,Not Verified,60000,0.229,109.37,0.1306,4800,31,6427
716996,CA,INDIVIDUAL,7 years,ICF International,C,RENT,4/11/2021,4/16/2021,4/16/2021,Fully Paid,5/16/2021,911025,car,C2,60 months,Not Verified,58000,0.1676,193.67,0.1306,8500,17,11620
733398,CA,INDIVIDUAL,9 years,AVI-SPL,C,RENT,4/11/2021,3/16/2021,12/15/2021,Fully Paid,1/15/2022,929759,car,C1,60 months,Not Verified,67800,0.1269,169.43,0.1268,7500,24,10147
682668,AZ,INDIVIDUAL,< 1 year,Oxford International,C,RENT,3/11/2021,7/13/2021,7/13/2021,Fully Paid,8/13/2021,871898,car,C1,60 months,Not Verified,30000,0.1028,197.66,0.1268,8750,4,10779
619431,TX,INDIVIDUAL,< 1 year,National Instruments/Staffmark,C,RENT,11/10/2021,9/15/2021,12/12/2021,Fully Paid,1/12/2022,793933,car,C2,60 months,Not Verified,50000,0.0838,112.77,0.1261,5000,15,5947
732670,MA,INDIVIDUAL,< 1 year,Lego Systems Inc,C,RENT,4/11/2021,4/16/2021,5/16/2021,Fully Paid,6/16/2021,928897,car,C1,60 months,Not Verified,53040,0.0964,90.36,0.1268,4000,25,5421
707475,WI,INDIVIDUAL,1 year,north central construction,C,RENT,4/11/2021,3/12/2021,2/12/2021,Fully Paid,3/12/2021,899833,car,C2,60 months,Not Verified,38000,0.1099,170.88,0.1306,7500,7,8271
749746,WI,INDIVIDUAL,2 years,Lakeside Bottling Company,C,RENT,5/11/2021,9/14/2021,8/14/2021,Fully Paid,9/14/2021,949011,car,C1,60 months,Not Verified,25000,0.1915,50.62,0.1299,2225,10,2934
694259,CA,INDIVIDUAL,4 years,GALLO WINERIES,C,RENT,3/11/2021,12/15/2021,6/12/2021,Fully Paid,7/12/2021,885159,car,C5,60 months,Not Verified,49000,0.085,186.86,0.1417,8000,14,9206
686750,TX,INDIVIDUAL,5 years,Lowe's,C,RENT,3/11/2021,9/13/2021,9/13/2021,Fully Paid,10/13/2021,876617,car,C2,60 months,Not Verified,36000,0.1157,68.36,0.1306,3000,21,3764
743113,MA,INDIVIDUAL,6 years,BostonIVF,C,RENT,5/11/2021,4/16/2021,5/16/2021,Fully Paid,6/16/2021,941309,car,C2,60 months,Not Verified,45000,0.1704,92.02,0.1349,4000,16,5521
666953,NY,INDIVIDUAL,8 years,VILLAGE OF ELMSFORD,C,RENT,2/11/2021,8/13/2021,7/13/2021,Fully Paid,8/13/2021,852684,car,C4,60 months,Not Verified,60000,0.1316,231.65,0.138,10000,9,12731
655822,NJ,INDIVIDUAL,8 years,Gemm Communications,C,RENT,1/11/2021,12/15/2021,12/15/2021,Fully Paid,1/15/2022,838797,car,C5,60 months,Not Verified,84000,0.1971,163.5,0.1417,7000,46,9805
537433,CA,INDIVIDUAL,< 1 year,Research Data Group,C,RENT,7/10/2021,1/15/2021,1/15/2021,Fully Paid,2/15/2021,694241,car,C3,60 months,Not Verified,54000,0.0011,151.18,0.1398,6500,23,8852
525941,MI,INDIVIDUAL,3 years,Mesquite Creek,C,RENT,6/10/2021,5/16/2021,6/15/2021,Fully Paid,7/15/2021,680462,car,C1,60 months,Not Verified,26400,0.1432,165.82,0.1323,7250,4,9949
754020,CA,INDIVIDUAL,3 years,Kelly Services,C,RENT,5/11/2021,1/15/2021,5/14/2021,Fully Paid,6/14/2021,953713,car,C2,60 months,Not Verified,36000,0.1727,128.26,0.1349,5575,9,7270
740606,IL,INDIVIDUAL,6 years,cafe ba ba reeba,C,RENT,5/11/2021,5/16/2021,5/16/2021,Fully Paid,6/16/2021,938350,car,C1,60 months,Not Verified,48000,0.0825,113.74,0.1299,5000,16,6824
678920,WY,INDIVIDUAL,4 years,wyoming department of corrections,C,RENT,2/11/2021,5/16/2021,1/15/2021,Fully Paid,2/15/2021,867321,car,C2,60 months,Not Verified,36000,0.211,45.57,0.1306,2000,16,2690
686310,NY,INDIVIDUAL,2 years,antana lining,D,RENT,3/11/2021,5/16/2021,10/14/2021,Fully Paid,11/14/2021,876094,car,D3,60 months,Not Verified,60000,0.1172,71.82,0.1528,3000,12,4179
829192,AL,INDIVIDUAL,1 year,Regions Financial Corporation,D,RENT,7/11/2021,5/16/2021,11/14/2021,Fully Paid,12/14/2021,1038282,car,D5,60 months,Not Verified,36360,0.0482,326.52,0.1749,13000,20,17973
644810,MD,INDIVIDUAL,8 years,RCI Sound Systems,D,RENT,1/11/2021,2/16/2021,9/15/2021,Fully Paid,10/15/2021,825103,car,D2,60 months,Not Verified,73000,0.132,117.54,0.1446,5000,10,7043
681056,FL,INDIVIDUAL,2 years,Holavision,D,RENT,2/11/2021,3/16/2021,3/16/2021,Fully Paid,4/16/2021,870006,car,D3,60 months,Not Verified,52000,0.1375,258.53,0.1528,10800,8,15511
579829,MA,INDIVIDUAL,6 years,AlliedBarton Security Services,D,RENT,9/10/2021,8/14/2021,7/14/2021,Fully Paid,8/14/2021,745435,car,D2,60 months,Not Verified,28000,0.2481,86.05,0.1521,3600,9,4888
552311,TX,INDIVIDUAL,2 years,Quantlab financial,D,RENT,7/10/2021,3/14/2021,3/12/2021,Fully Paid,4/12/2021,711708,car,D2,60 months,Not Verified,99996,0.1103,167.31,0.1521,7000,33,8503
797316,FL,INDIVIDUAL,2 years,lemon fashion,D,RENT,6/11/2021,3/16/2021,4/15/2021,Fully Paid,5/15/2021,1002274,car,D5,60 months,Not Verified,24000,0.2115,138.15,0.1749,5500,7,7990
566540,NJ,INDIVIDUAL,4 years,sealy mattress,D,RENT,8/10/2021,8/14/2021,9/12/2021,Fully Paid,10/12/2021,728808,car,D3,60 months,Not Verified,18000,0.0007,192.77,0.1558,8000,14,9487
750889,VA,INDIVIDUAL,2 years,Hill Phoenix,E,RENT,6/11/2021,5/16/2021,3/15/2021,Fully Paid,4/15/2021,950291,car,E2,60 months,Not Verified,24000,0.103,204.85,0.1839,8000,7,11960
619989,PA,INDIVIDUAL,3 years,Metro PCS,E,RENT,11/10/2021,4/14/2021,2/13/2021,Fully Paid,3/13/2021,794642,car,E1,60 months,Not Verified,30000,0.0776,114.18,0.1595,4700,8,6076
601044,OR,INDIVIDUAL,6 years,greg bailey enterprises,E,RENT,10/10/2021,10/15/2021,11/15/2021,Fully Paid,12/15/2021,771312,car,E3,60 months,Not Verified,28800,0.0733,197.49,0.1669,8000,5,11849
577468,MI,INDIVIDUAL,< 1 year,Logan Center,E,RENT,9/10/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,742586,car,E3,60 months,Not Verified,12000,0.078,59.9,0.1719,2400,5,3477
740077,NC,INDIVIDUAL,3 years,Camco Manufacturing Inc,F,RENT,4/11/2021,8/15/2021,9/12/2021,Fully Paid,10/12/2021,937726,car,F1,60 months,Not Verified,22800,0.2037,76.59,0.1825,3000,11,3669
846685,NY,INDIVIDUAL,10+ years,NYC Dept of Education,B,RENT,8/11/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,1058096,car,B4,60 months,Not Verified,101040,0.057,153.92,0.1149,7000,26,8124
715134,TX,INDIVIDUAL,7 years,GC Services L.P.,B,MORTGAGE,4/11/2021,7/14/2021,6/14/2021,Fully Paid,7/14/2021,908636,car,B5,60 months,Not Verified,105000,0.0335,191.82,0.1111,8800,17,11091
552886,CO,INDIVIDUAL,3 years,Cooper Mechanical,B,MORTGAGE,8/10/2021,5/16/2021,10/13/2021,Fully Paid,11/13/2021,712413,car,B5,60 months,Not Verified,74880,0.0813,166.31,0.1186,7500,24,9493
689107,PA,INDIVIDUAL,3 years,Intermediate Unit 1,B,MORTGAGE,3/11/2021,2/16/2021,1/16/2021,Fully Paid,2/16/2021,879316,car,B5,60 months,Not Verified,39600,0.1891,36.52,0.1111,1675,17,2190
813291,FL,INDIVIDUAL,10+ years,miller appliance,C,MORTGAGE,7/11/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,1020733,car,C2,60 months,Not Verified,72000,0.1523,69.02,0.1349,3000,8,3973
783990,MO,INDIVIDUAL,10+ years,SQUEAKY CLEAN,C,MORTGAGE,6/11/2021,3/16/2021,8/13/2021,Fully Paid,9/13/2021,987154,car,C3,60 months,Not Verified,30000,0.1856,120.97,0.1399,5200,19,6525
724957,MN,INDIVIDUAL,10+ years,Black Box Network Services,C,MORTGAGE,4/11/2021,1/16/2021,7/14/2021,Fully Paid,8/14/2021,920139,car,C2,60 months,Not Verified,103000,0.0255,218.73,0.1306,9600,51,12570
758841,TX,INDIVIDUAL,10+ years,"Arkema, Inc.",C,OWN,5/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,959051,car,C2,60 months,Not Verified,87600,0.1377,128.83,0.1349,5600,42,7394
592018,OH,INDIVIDUAL,4 years,donley concrete,B,RENT,10/10/2021,5/16/2021,10/15/2021,Fully Paid,11/15/2021,760371,car,B3,60 months,Not Verified,57600,0.0756,163.52,0.1112,7500,14,9811
552794,PA,INDIVIDUAL,10+ years,west penn allegheny health system,C,RENT,7/10/2021,5/15/2021,5/15/2021,Fully Paid,6/15/2021,712302,car,C3,60 months,Not Verified,61200,0.2298,162.81,0.1398,7000,13,9760
553450,CA,INDIVIDUAL,5 years,fine lines co,C,RENT,8/10/2021,11/14/2021,11/14/2021,Fully Paid,12/14/2021,713102,car,C3,60 months,Not Verified,84000,0.0084,130.25,0.1398,5600,9,7443
601641,PA,INDIVIDUAL,10+ years,"Benton Foundry, Inc",A,MORTGAGE,10/10/2021,5/16/2021,4/15/2021,Charged Off,5/15/2021,771998,car,A4,60 months,Source Verified,36566.4,0.2482,323.16,0.0654,16500,37,17127
721687,TX,INDIVIDUAL,1 year,VF Corp,B,MORTGAGE,4/11/2021,2/13/2021,8/12/2021,Charged Off,9/12/2021,916377,car,B2,60 months,Source Verified,114600,0.1361,116.86,0.1,5500,21,2112
614556,IL,INDIVIDUAL,10+ years,La Mantia Enterprises Inc.,B,MORTGAGE,12/10/2021,5/16/2021,12/12/2021,Charged Off,1/12/2022,788035,car,B5,60 months,Source Verified,52000,0.1015,133.91,0.1036,6250,22,3214
848386,FL,INDIVIDUAL,5 years,Power Design inc,B,MORTGAGE,8/11/2021,5/16/2021,11/11/2021,Charged Off,12/11/2021,1059988,car,B3,60 months,Source Verified,45000,0.1624,108.69,0.1099,5000,18,325
636187,FL,INDIVIDUAL,10+ years,department of defense,B,MORTGAGE,12/10/2021,5/16/2021,4/11/2021,Charged Off,5/11/2021,814992,car,B5,60 months,Source Verified,85000,0.2034,192.83,0.1036,9000,36,576
706337,LA,INDIVIDUAL,5 years,cajun country computers,B,MORTGAGE,3/11/2021,12/15/2021,6/15/2021,Charged Off,7/15/2021,898540,car,B3,60 months,Source Verified,120000,0.0523,128.58,0.1037,6000,12,6648
693693,CA,INDIVIDUAL,6 years,Fees contruction,D,MORTGAGE,3/11/2021,5/16/2021,6/15/2021,Charged Off,7/15/2021,884571,car,D3,60 months,Source Verified,120000,0.2109,287.25,0.1528,12000,39,14650
628812,NY,INDIVIDUAL,1 year,FUCILLO HYUNDAI,D,MORTGAGE,12/10/2021,5/16/2021,2/11/2021,Charged Off,3/11/2021,805684,car,D5,60 months,Source Verified,55000,0.2439,178.27,0.1557,7400,48,178
563914,SC,INDIVIDUAL,1 year,Six degrees Innovations LLC,E,MORTGAGE,8/10/2021,5/13/2021,1/13/2021,Charged Off,2/13/2021,725637,car,E2,60 months,Source Verified,45000,0.1427,123.78,0.1682,5000,14,3648
573788,CA,INDIVIDUAL,1 year,Citryst,F,MORTGAGE,9/10/2021,10/12/2021,5/12/2021,Charged Off,6/12/2021,738180,car,F1,60 months,Source Verified,60000,0.1474,217.24,0.183,8500,10,8921
515798,NH,INDIVIDUAL,3 years,Sonoco Products Company,F,MORTGAGE,8/10/2021,4/16/2021,6/11/2021,Charged Off,7/11/2021,666706,car,F2,60 months,Source Verified,57000,0.0364,193.2,0.1867,7500,5,1738
786940,NY,INDIVIDUAL,6 years,Nassau University Medical Center,B,OWN,6/11/2021,4/16/2021,11/15/2021,Charged Off,12/15/2021,990424,car,B4,60 months,Source Verified,43800,0.1962,109.94,0.1149,5000,16,5717
997241,AL,INDIVIDUAL,< 1 year,iws,D,OWN,10/11/2021,2/15/2021,9/14/2021,Charged Off,10/14/2021,1222324,car,D5,60 months,Source Verified,45600,0.1934,214.45,0.1825,8400,6,7953
874671,MD,INDIVIDUAL,< 1 year,The AFRO/Loop21/Freelance Work,D,OWN,9/11/2021,1/15/2021,8/14/2021,Charged Off,9/14/2021,1089102,car,D5,60 months,Source Verified,35000,0.1413,57.77,0.1749,2300,21,2130
704390,GA,INDIVIDUAL,2 years,New York Life,D,OWN,3/11/2021,7/14/2021,3/14/2021,Charged Off,4/14/2021,896396,car,D5,60 months,Source Verified,48000,0.0342,60.83,0.1602,2500,6,2341
839162,MD,INDIVIDUAL,3 years,Step by Step Bail Bonds,B,RENT,8/11/2021,10/14/2021,5/14/2021,Charged Off,6/14/2021,1049316,car,B2,60 months,Source Verified,57600,0.1817,86.16,0.1059,4000,18,3104
804567,OR,INDIVIDUAL,2 years,Union Carpenter,B,RENT,7/11/2021,2/13/2021,8/12/2021,Charged Off,9/12/2021,1010459,car,B5,60 months,Source Verified,40560,0.2112,173.47,0.1199,7800,29,2627
889741,TX,INDIVIDUAL,4 years,Assured Self Storage,C,RENT,9/11/2021,7/14/2021,6/14/2021,Charged Off,7/14/2021,1106278,car,C2,60 months,Source Verified,24000,0.026,93.64,0.1427,4000,6,3081
761214,OH,INDIVIDUAL,7 years,United States Army,C,RENT,5/11/2021,5/16/2021,3/15/2021,Charged Off,4/15/2021,961619,car,C5,60 months,Source Verified,62400,0.1277,143.47,0.1523,6000,19,6456
1007711,AR,INDIVIDUAL,1 year,Library Cataloging Solutions,D,RENT,11/11/2021,3/16/2021,10/13/2021,Charged Off,11/13/2021,1234353,car,D5,60 months,Source Verified,66000,0.0573,122.55,0.1825,4800,23,3308
596895,CA,INDIVIDUAL,9 years,Haug Optometry,D,RENT,10/10/2021,9/11/2021,5/11/2021,Charged Off,6/11/2021,751216,car,D4,60 months,Source Verified,26400,0.0377,97.17,0.1595,4000,12,766
814318,PA,INDIVIDUAL,3 years,BME satellites and solar,D,RENT,7/11/2021,5/16/2021,1/16/2021,Charged Off,2/16/2021,1021821,car,D5,60 months,Source Verified,28800,0.1671,125.59,0.1749,5000,15,6546
619342,MN,INDIVIDUAL,4 years,holiday inn express,D,RENT,11/10/2021,5/16/2021,1/12/2021,Charged Off,2/12/2021,793828,car,D4,60 months,Source Verified,65000,0.0462,100.36,0.152,4200,8,1234
857274,CA,INDIVIDUAL,10+ years,"American Airlines, Inc",D,RENT,8/11/2021,10/13/2021,5/13/2021,Charged Off,6/13/2021,1069717,car,D2,60 months,Source Verified,86400,0.0894,291.76,0.1599,12000,18,6351
674451,FL,INDIVIDUAL,4 years,Sprint,E,RENT,2/11/2021,3/13/2021,11/12/2021,Charged Off,12/12/2021,862046,car,E1,60 months,Source Verified,43596,0.0295,103.04,0.164,4200,9,2236
548705,CT,INDIVIDUAL,6 years,Command Security Corporation,F,RENT,7/10/2021,11/12/2021,7/12/2021,Charged Off,8/12/2021,707367,car,F2,60 months,Source Verified,24000,0.0805,154.56,0.1867,6000,6,3699
829918,VA,INDIVIDUAL,< 1 year,KForce,G,RENT,8/11/2021,10/14/2021,6/14/2021,Charged Off,7/14/2021,1039051,car,G3,60 months,Source Verified,105000,0.0751,134.91,0.2285,4800,12,4867
843590,MO,INDIVIDUAL,< 1 year,Ridewell Suspensions,C,MORTGAGE,8/11/2021,2/13/2021,8/12/2021,Charged Off,9/12/2021,1054396,car,C3,60 months,Source Verified,55460,0.0682,69.79,0.1399,3000,17,982
672391,CA,INDIVIDUAL,3 years,BeyondTrust Software,F,RENT,2/11/2021,4/12/2021,12/11/2021,Charged Off,1/11/2022,852567,car,F1,60 months,Source Verified,67200,0.1211,306.36,0.1825,12000,17,3375
674720,CA,INDIVIDUAL,1 year,Poolboss.com,A,MORTGAGE,2/11/2021,4/14/2021,8/13/2021,Fully Paid,9/13/2021,862372,car,A5,60 months,Source Verified,59385.6,0.0358,56.32,0.0766,2800,14,3213
597058,PA,INDIVIDUAL,1 year,SmartDrive Systems,A,MORTGAGE,10/10/2021,8/12/2021,8/12/2021,Fully Paid,9/12/2021,766388,car,A5,60 months,Source Verified,78000,0.2098,93.01,0.0788,4600,47,5144
672300,CT,INDIVIDUAL,10+ years,PitNey Bowes,A,MORTGAGE,2/11/2021,2/16/2021,3/16/2021,Fully Paid,4/16/2021,859432,car,A4,60 months,Source Verified,99996,0.17,139.57,0.0729,7000,34,8374
737848,WV,INDIVIDUAL,10+ years,Allegheny Dimension,A,MORTGAGE,5/11/2021,5/16/2021,5/16/2021,Fully Paid,6/16/2021,935103,car,A5,60 months,Source Verified,23328,0.2068,115.66,0.0766,5750,18,6939
965919,PA,INDIVIDUAL,10+ years,Harvey building products,A,MORTGAGE,9/11/2021,1/15/2021,12/14/2021,Fully Paid,1/14/2022,1186767,car,A5,60 months,Source Verified,48000,0.1818,124.26,0.089,6000,30,7236
773300,VA,INDIVIDUAL,10+ years,Dominion Virginia Power,A,MORTGAGE,6/11/2021,11/13/2021,11/13/2021,Fully Paid,12/13/2021,975328,car,A5,60 months,Source Verified,107000,0.071,49.23,0.0849,2400,45,2794
651508,NV,INDIVIDUAL,2 years,Banner Health,A,MORTGAGE,1/11/2021,11/11/2021,11/11/2021,Fully Paid,12/11/2021,833385,car,A5,60 months,Source Verified,45600,0.1147,90.52,0.0766,4500,25,4744
712904,MO,INDIVIDUAL,3 years,elvins mechanical,A,MORTGAGE,3/11/2021,5/16/2021,4/16/2021,Fully Paid,5/16/2021,906077,car,A4,60 months,Source Verified,54000,0.1353,111.66,0.0729,5600,19,6699
686170,FL,INDIVIDUAL,6 years,BMG Conveyor Services,A,MORTGAGE,3/11/2021,3/16/2021,3/16/2021,Fully Paid,4/16/2021,875936,car,A4,60 months,Source Verified,78996,0.1947,119.63,0.0729,6000,30,7178
990249,CT,INDIVIDUAL,7 years,interstate elec.,A,MORTGAGE,11/11/2021,4/16/2021,7/15/2021,Fully Paid,8/15/2021,1214209,car,A5,60 months,Source Verified,54000,0.0262,124.26,0.089,6000,25,7340
564897,MD,INDIVIDUAL,1 year,SecTek,A,MORTGAGE,8/10/2021,5/16/2021,9/15/2021,Fully Paid,10/15/2021,726798,car,A4,60 months,Source Verified,108000,0.179,80.18,0.0751,4000,58,4810
583736,MO,INDIVIDUAL,10+ years,aspen waste systems,A,MORTGAGE,9/10/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,750085,car,A5,60 months,Source Verified,104400,0.0825,121.32,0.0788,6000,42,7162
601373,CA,INDIVIDUAL,10+ years,Pajaro Valley Unified School District,B,MORTGAGE,10/10/2021,5/16/2021,11/15/2021,Fully Paid,12/15/2021,771688,car,B1,60 months,Source Verified,87054.72,0.2327,103.51,0.0888,5000,18,6210
555865,NJ,INDIVIDUAL,10+ years,Toys-r-us,B,MORTGAGE,8/10/2021,9/14/2021,8/14/2021,Fully Paid,9/14/2021,715839,car,B1,60 months,Source Verified,57600,0.23,128.61,0.1038,6000,14,7633
597069,OR,INDIVIDUAL,10+ years,city of hillsboro,B,MORTGAGE,10/10/2021,2/13/2021,2/13/2021,Fully Paid,3/13/2021,766399,car,B1,60 months,Source Verified,99600,0.0904,122.18,0.1038,5700,37,6824
683809,CA,INDIVIDUAL,10+ years,Kaiser Permanente,B,MORTGAGE,3/11/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,873178,car,B1,60 months,Source Verified,94000,0.0382,126.4,0.0963,6000,49,7374
1045354,CA,INDIVIDUAL,10+ years,traer joes,B,MORTGAGE,12/11/2021,5/16/2021,8/15/2021,Fully Paid,9/15/2021,1275976,car,B3,60 months,Source Verified,84000,0.105,318.22,0.1171,14400,22,18686
713646,AZ,INDIVIDUAL,3 years,Five Star Pest Control,B,MORTGAGE,3/11/2021,10/15/2021,3/15/2021,Fully Paid,4/15/2021,906912,car,B2,60 months,Source Verified,50000,0.0622,297.46,0.1,14000,9,17559
737632,KS,INDIVIDUAL,4 years,Diagnostic Imaging Centers P.A.,B,MORTGAGE,4/11/2021,8/15/2021,8/15/2021,Fully Paid,9/15/2021,934850,car,B3,60 months,Source Verified,194808,0.1389,192.87,0.1037,9000,54,11501
658019,TX,INDIVIDUAL,4 years,Morrison Architectural Signs,B,MORTGAGE,1/11/2021,10/15/2021,11/15/2021,Fully Paid,12/15/2021,841498,car,B4,60 months,Source Verified,78000,0.1418,108.07,0.1074,5000,8,6462
696390,FL,INDIVIDUAL,5 years,Ganeinu Preschool,B,MORTGAGE,3/11/2021,3/16/2021,3/16/2021,Fully Paid,4/16/2021,887552,car,B3,60 months,Source Verified,52800,0.0245,278.59,0.1037,13000,8,16715
716186,NC,INDIVIDUAL,5 years,MILITARY,B,MORTGAGE,4/11/2021,4/16/2021,1/15/2021,Fully Paid,2/15/2021,909966,car,B4,60 months,Source Verified,61200,0.202,60.52,0.1074,2800,20,3545
635320,OH,INDIVIDUAL,5 years,City Beverage of Hyde Park LTD,B,MORTGAGE,12/10/2021,1/16/2021,1/16/2021,Fully Paid,2/16/2021,813862,car,B5,60 months,Source Verified,32500,0.058,218.54,0.1036,10200,9,13112
738971,CA,INDIVIDUAL,7 years,tenet health,B,MORTGAGE,4/11/2021,1/15/2021,12/14/2021,Fully Paid,1/14/2022,936482,car,B3,60 months,Source Verified,102000,0.1381,608.65,0.1099,28000,17,36045
739259,NJ,INDIVIDUAL,8 years,"Shapiro & Perez, LLC",B,MORTGAGE,5/11/2021,5/16/2021,5/16/2021,Fully Paid,6/16/2021,936822,car,B4,60 months,Source Verified,52008,0.0934,207.49,0.1074,9600,12,12449
